Date,COLD,EGP,FR,ILPT,LINE,LXP,PLD,PLYM,REXR,SPY,STAG,TRNO,VNQ
2010-03-10,,21.929264068603516,5.03075647354126,,,12.477091789245605,16.16249656677246,,,86.25840759277344,,12.68543529510498,25.337360382080078
2010-03-11,,21.958097457885742,4.880904197692871,,,12.810606002807617,16.35694122314453,,,86.61851501464844,,12.965702056884766,25.486968994140625
2010-03-12,,22.17721939086914,5.009350299835205,,,13.301055908203125,16.56960678100586,,,86.62602996826172,,12.945682525634766,25.690011978149414
2010-03-15,,21.854307174682617,5.009350299835205,,,13.59532642364502,16.63037109375,,,86.6485595703125,,12.672091484069824,25.631235122680664
2010-03-16,,22.39057159423828,5.23056173324585,,,13.732653617858887,17.001007080078125,,,87.33878326416016,,12.812222480773926,26.25104522705078
2010-03-17,,22.53668785095215,5.344733238220215,,,13.83073616027832,17.365571975708008,,,87.85649108886719,,12.87228012084961,26.64109230041504
2010-03-18,,22.577594757080078,5.187746524810791,,,13.732653617858887,17.377727508544922,,,87.81147003173828,,12.972381591796875,26.49683952331543
2010-03-19,,22.57175636291504,5.187746524810791,,,13.536471366882324,17.04961395263672,,,87.36695861816406,,13.112510681152344,26.208297729492188
2010-03-22,,22.6126651763916,5.309055328369141,,,14.066156387329102,17.067853927612305,,,87.83406066894531,,12.84559154510498,26.53957748413086
2010-03-23,,22.466552734375,5.416092395782471,,,13.614938735961914,17.298738479614258,,,88.45179748535156,,12.77885913848877,26.464771270751953
2010-03-24,,22.43148422241211,5.680117607116699,,,13.457993507385254,17.487102508544922,,,88.02240753173828,,12.972381591796875,26.60903549194336
2010-03-25,,22.846458435058594,5.615894317626953,,,13.536471366882324,17.553937911987305,,,87.87923431396484,,12.985718727111816,26.67417335510254
2010-03-26,,22.58344841003418,5.844240665435791,,,13.732653617858887,17.535707473754883,,,87.82650756835938,,12.952357292175293,26.53420639038086
2010-03-29,,22.63605499267578,5.915599822998047,,,13.43411636352539,17.316972732543945,,,88.38402557373047,,13.012414932250977,26.614961624145508
2010-03-30,,22.548372268676758,5.66584587097168,,,13.573431015014648,16.8734130859375,,,88.44429016113281,,13.14587688446045,26.57727813720703
2010-03-31,,22.057437896728516,5.537400245666504,,,12.95645809173584,16.719961166381836,,,88.1429443359375,,13.165894508361816,26.275808334350586
2010-04-01,,22.034055709838867,5.501719951629639,,,13.513726234436035,16.719961166381836,,,88.74563598632812,,12.818897247314453,26.410396575927734
2010-04-05,,22.53668785095215,5.958415508270264,,,13.672942161560059,17.032997131347656,,,89.46883392333984,,12.932341575622559,26.991792678833008
2010-04-06,,23.115297317504883,6.407970905303955,,,13.991376876831055,17.579280853271484,,,89.67973327636719,,13.11918830871582,27.610864639282227
2010-04-07,,22.8055419921875,6.21530294418335,,,13.89186954498291,16.897968292236328,,,89.1675033569336,,13.279336929321289,27.00255584716797
2010-04-08,,22.869834899902344,6.0297722816467285,,,14.031185150146484,16.897968292236328,,,89.47634887695312,,13.099167823791504,27.03485870361328
2010-04-09,,23.068538665771484,6.179623603820801,,,14.668062210083008,17.12506866455078,,,90.06401062011719,,13.112510681152344,27.417070388793945
2010-04-12,,22.92243003845215,6.143945693969727,,,14.150601387023926,17.051414489746094,,,90.20712280273438,,12.992395401000977,27.244813919067383
2010-04-13,,23.26140785217285,6.258120536804199,,,14.309818267822266,17.358320236206055,,,90.2749252319336,,13.112510681152344,27.912322998046875
2010-04-14,,23.32570457458496,6.1582159996032715,,,14.68796157836914,17.407419204711914,,,91.29950714111328,,13.072469711303711,27.955402374267578
2010-04-15,,22.840612411499023,5.958415508270264,,,14.130694389343262,16.830442428588867,,,91.3748550415039,,13.012414932250977,27.19097328186035
2010-04-16,,22.23861312866211,5.829970359802246,,,13.77245807647705,16.486719131469727,,,89.92082977294922,,12.939011573791504,26.566505432128906
2010-04-19,,22.519147872924805,5.944140911102295,,,13.93167495727539,16.6769962310791,,,90.2598648071289,,13.059125900268555,26.6849422454834
2010-04-20,,22.77631950378418,6.065451145172119,,,14.09089469909668,17.020721435546875,,,91.06594848632812,,13.025760650634766,27.13713836669922
2010-04-21,,23.05685806274414,6.036908149719238,,,14.588449478149414,17.002315521240234,,,90.90020751953125,,13.012414932250977,27.610864639282227
2010-04-22,,22.899051666259766,6.236710071563721,,,14.807377815246582,17.112802505493164,,,91.17143249511719,,13.012414932250977,28.036149978637695
2010-04-23,,22.840612411499023,6.422243595123291,,,15.105916023254395,17.376731872558594,,,91.76658630371094,,12.912318229675293,28.407583236694336
